country,description,points,price,province,region_1,variety
US,"Off-dry and fruity, this lively Riesling is notable for its strong honeysuckle scent and the follow-up flavors of lemon and honey. Its best flavors come on early; after a while it starts to recall a honey/lemon cough drop.",86,20,Oregon,Willamette Valley,Riesling
US,"Off-dry and loaded with flavors of lemon, honey and tea, this is a rather fleshy Riesling. The almost 2% residual sugar leads into a slightly sweet finish.",88,12,Washington,Columbia Valley (WA),Riesling
US,"Off-dry and slightly sugary, this fruity, candied sipper mixes orange blossom, orange candy and baby aspirin flavors into a concentrated midpalate. Moscato is on fire these days, and this wine will surely please those who love the style.",87,10,Washington,Columbia Valley (WA),Moscato
US,"Off-dry in taste, this wine has an intense sweet-and-sour flavor. It didn't undergo malolactic fermentation, so there's plenty of green-apple-like acidity, and as it partially fermented in barrel, there is a vanilla-cream-like sweetness. This will pair well with Asian fare, ham or sausage.",86,18,California,Carneros,Sauvignon Blanc
US,"Off-dry in taste, this wine has an intense sweet-and-sour flavor. It didn't undergo malolactic fermentation, so there's plenty of green-apple-like acidity, and as it partially fermented in barrel, there is a vanilla-cream-like sweetness. This will pair well with Asian fare, ham or sausage.",86,18,California,Carneros,Sauvignon Blanc
US,"Off-dry to sweet, this is firmed up with crisp acidity. The citrus, honeysuckle and vanilla flavors are easy to like, with a flowery, sweet finish. This delightful Riesling calls to mind gardens on summer evenings.",88,13,California,Arroyo Seco,Riesling
US,"Off-dry, with 24 g/L residual sugar, this fragrant and refreshing wine blends in small amounts of Muscat and Gewürztraminer. Tangerine and peach flavors are concentrated in the core, while the finish brings in lovely flavors of English breakfast tea.",90,11,Washington,Columbia Valley (WA),Riesling
US,"Off-dry, with pineapple, lime, lemon, grapefruit and vanilla flavors, fortunately balanced with crisp acidity. A decent, clean and affordable white wine for cocktails.",84,11,California,California,Sauvignon Blanc
US,"Offering a more traditional California Zinfandel style than some of the other 2011s, this takes off with scents of a warm, butter-crusted cherry pie, unfolding on the palate with cranberry jelly. There's a slight herbal character and quite of bit of tannic grip, so expect this one to improve in the years to come.",85,38,California,Paso Robles,Zinfandel
US,"Oily in green apple and lime, this crowd-pleasing wine is supple and smooth, with touches of honey and vanilla, especially on the finish. With a lilting ripeness at its core, it will pair well with roasted chicken in herbs.",87,23,California,Russian River Valley,Chardonnay
US,"Okay for everyday purposes, a gentle wine with candied pineapple and apple flavors and oaky notes of vanilla and honey.",83,7,California,California,Chardonnay
US,"Okay for everyday sipping, but there are problems. The wine is watery and thin in citrus flavors, which accentuates the acids and makes it sharp, almost sour. And there's a candy-sweet finish.",83,13,California,Monterey,Sauvignon Blanc
US,"Old vine clone, with brambly, gamy notes throughout. Lifts up the palate with lively, bright flavors. Good concentration, balance and follow-through.",90,19,California,Dry Creek Valley,Zinfandel
US,"Old vines from Russian River and Alexander valleys go into this spicy, briary, gamy Zin. There's a dark undercurrent of tar, pipe tobacco and smoke that runs through the finish. The fruit is subsumed to clove and tobacco flavors; best with strongly spiced grilled foods.",87,18,California,Sonoma County,Zinfandel
US,"Old vines, ungrafted, comprise the core of this rich and sappy wine. It's definitely on the dry side, with a mix of peach flesh and skin, Meyer lemon, melon and vanilla. Drink now through 2025.",91,25,Oregon,McMinnville,Riesling
US,"Old-school Zinfandel, with enormously high alcohol. It tastes heavy in brown sugar, blackberries and blackstrap molasses.",84,29,California,Paso Robles,Zinfandel
US,"Old-vine Oregon Zinfandel is not common; in fact, this is all of them. From the Pines Vineyard, planted around a century ago, revived in the 1980s, these wines have a power and unique presence that sets them apart from Zin from anywhere else. Ultraripe fruit flavors of strawberry and raspberry jam, alcohol above 15%, amazing density and beautifully managed tannins, with some sweet grain flavors that say “old vines.”",94,39,Oregon,Columbia Valley (OR),Zinfandel
US,"Old-vine Oregon Zinfandel is not common; in fact, this is all of them. From the Pines Vineyard, planted around a century ago, revived in the 1980s, these wines have a power and unique presence that sets them apart from Zin from anywhere else. Ultraripe fruit flavors of strawberry and raspberry jam, alcohol above 15%, amazing density and beautifully managed tannins, with some sweet grain flavors that say “old vines.”",94,39,Oregon,Columbia Valley (OR),Zinfandel
US,"Olsen and Upland vineyards provide the fruit for this wine. It brings aromas of cedar, herb and blueberry that are followed by a sweet luscious palate backed by lightly grainy tannins.",90,62,Washington,Yakima Valley,Cabernet Sauvignon
US,"On a par with recent vintages, this four-year old Cab is soft and pleasant, with ripe cherry, blackberry, raspberry and herb flavors that are well oaked. The tannins are crunchy, but the wine isn't an ager. Best now through 2009.",87,27,California,Alexander Valley,Cabernet Sauvignon
US,"On first pour, the aromas of toast, char, spice and herb show some reduction that blows off over time. The purple-fruit flavors are lighter in style, showing a pleasing sense of purity, with the concentration dipping in the middle before coming back together on the finish.",88,40,Washington,Columbia Valley (WA),Malbec
US,"On first sip, a ripe, flashy note of blackberry jam hits with force. Then the acidity kicks in, brightening and uplifting the sweet fruit. Drink it now with beef.",87,40,California,Central Coast,Cabernet Sauvignon
US,"On one level this is a straightforward wine, varietally correct with lemony flavors. It's very dry and tart, with some nutty, oily nuances from 12% Sémillon. However, it has that undefinable something that makes it elegant and interesting. You find yourself reaching for it when richer, oakier, lusher wines pall.",89,22,California,California,Sauvignon Blanc
US,"On the lean side of the flavor spectrum, this nonetheless has an appetizing lemon and butter character. It smells like green apples and mandarin oranges with an earthy edge, tastes like a light lemon-custard and has texture just rich enough to stay interesting.",85,15,California,California,Chardonnay
US,"On the light side for a reserve, this nicely balanced, elegant wine is from the southwest block of the estate vineyard. Red berries and pomegranate fruit, moderate acidity, smooth tannins and a full middle are the hallmarks. With a little decanting, it's ready to go.",88,45,Oregon,Umpqua Valley,Tempranillo
US,"On the nose, aromas of wax, white orchard fruit and lemon are offset by a note of wet stone. This is a medium-bodied wine that has an open-feeling, pliant midpalate. The finish bears zesty acidity, and it comes with a sweet-tasting flavor of lemon Italian ice.",86,22,Virginia,Virginia,Riesling
US,"On the nose, aromas of wax, white orchard fruit and lemon are offset by a note of wet stone. This is a medium-bodied wine that has an open-feeling, pliant midpalate. The finish bears zesty acidity, and it comes with a sweet-tasting flavor of lemon Italian ice.",86,22,Virginia,Virginia,Riesling
US,"On the nose, layers range from fragrant and floral jasmine to mango sorbet, and ripe nectarine to oven-fresh croissants. The mouthfeel is creamy, with stone fruit and banana flavors. Zingy acidity powers a long finish.",92,25,California,Santa Lucia Highlands,Chardonnay
US,"On the nose, this charming wine is aromatic, with pretty lemon and orange blossoms mingled with darkly toasted oak and butter notes. Dry and full bodied with a rich, creamy mouthfeel, floral notes and a soft salinity on the finish keep the broad palate from verging toward flabbiness.",85,26,Virginia,Virginia,Viognier
US,"On the plus side are complex aromas of mixed red fruits and fresh herbs. In the mouth the wine feels just a little flat, with a chalky, tannic finish.",87,32,Washington,Red Mountain,Cabernet Sauvignon
US,"On the Washington side of the Columbia Gorge, the Celilo Vineyard is an exceptional site for Chardonnay. This was sourced from the 1983 planting, and the relatively old vines and cool vintage deliver a wine with excellent minerality, lift, drive and focus. The fruit is tangy and yellow/green, but perfectly ripe; the acid underpinning is fresh and lively. This has every chance of cellaring until 2024 or later.",88,32,Washington,Washington,Chardonnay
US,"On this blend of 79% Cabernet Sauvignon and 21% Petit Verdot from Adelaida Springs Ranch, iron-laced, gamy scents lead the nose, which also picks up aromas of elderberry and oak smoke. Plums and other purple fruit show on the palate, along with black licorice and strong but well-integrated tannins.",88,49,California,Paso Robles,Bordeaux-style Red Blend
US,"Once past a surprisingly minty open, this stiff and earthy Malbec tightens up into a Bordeaux-like cocoon. It's an austere wine, that slowly reveals dark cassis fruit, dried herbs, and a finishing whiff of coconut. Give it plenty of breathing time, or decant.",88,29,Washington,Columbia Valley (WA),Malbec
